"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"3900","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","e"
"3901","x","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"3902","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"3903","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"3905","x","f","w","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","n","v","p"
"3908","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"3909","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3910","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"3912","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"3913","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3914","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3915","x","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3917","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"3918","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"3920","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"3921","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"3922","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"3924","f","f","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3925","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"3927","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"3929","f","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"3930","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"3931","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3933","f","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"3936","x","s","p","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"3938","f","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"3939","f","y","e","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","e"
"3940","x","f","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","n","v","p"
"3941","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3943","x","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3944","f","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"3945","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3946","f","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3947","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"3951","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3953","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3955","x","f","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","s","p"
"3956","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"3957","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"3958","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3959","f","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3961","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3963","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"3964","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"3965","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3966","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"3967","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"3968","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3969","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"3970","x","s","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","v","p"
"3971","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","p"
"3972","x","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"3974","f","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"3975","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3976","x","s","p","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","s","p"
"3978","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3982","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","v","p"
"3983","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","p"
"3984","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"3986","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"3988","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3990","f","f","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3991","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"3993","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"3994","x","f","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","p"
"3995","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"3996","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3999","f","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"4001","f","f","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4002","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4003","f","y","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"4004","f","f","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"4005","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4006","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4009","f","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"4010","f","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4011","f","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4012","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4013","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","e"
"4014","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4015","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4016","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4017","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4018","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4019","x","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4021","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4022","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4023","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4024","x","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"4025","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4026","x","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4027","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4029","f","s","b","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","p"
"4030","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4031","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4032","x","s","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4033","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4034","f","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","e"
"4035","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4036","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4037","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4038","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4039","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4040","f","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"4041","x","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4042","f","y","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"4043","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4044","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4045","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4046","x","s","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4047","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4048","f","y","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"4049","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4050","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4051","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4052","x","f","p","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4054","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4055","f","y","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4056","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4057","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4060","x","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"4061","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4063","f","y","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"4065","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4067","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4068","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4070","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4071","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4072","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4075","f","y","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4076","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4077","f","y","u","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","y","e"
"4078","f","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","e"
"4079","f","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4080","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4081","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4082","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4083","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4084","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4085","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4086","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4096","x","f","e","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4097","f","f","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"4098","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4099","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4101","x","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4102","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4103","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4104","f","y","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"4106","f","y","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4107","b","s","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","p"
"4109","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4110","f","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4112","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4113","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4115","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4116","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4117","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4118","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4119","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4120","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4121","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4122","f","y","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4123","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4124","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4125","f","f","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","e"
"4127","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4128","f","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"4130","f","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"4133","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4134","x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4135","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"4137","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4140","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4141","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4142","f","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"4143","f","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"4144","f","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","p"
"4145","x","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4146","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4147","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4149","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4150","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4151","f","y","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4152","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4154","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4157","f","y","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"4158","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4160","f","y","n","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"4161","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4162","f","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4163","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
